Passage,NewID,WordNoPunctuation,WordWithPunctuation,WordClass,PartOfSpeech,surprisal
5,5Aw07,women,women,Content,NOUN,6.888826847076416
5,5Aw08,who,who,Function,PRON,2.1224565505981445
5,5Aw09,give,give,Content,VERB,5.551227569580078
5,5Aw10,birth,birth,Content,NOUN,0.0798482894897461
5,5Aw11,by,by,Function,ADP,5.071996688842773
5,5Aw12,cesarean,cesarean,Content,ADJ,2.611974252242362
5,5Aw13,section,section,Content,NOUN,0.23480218648910522
5,5Aw14,are,are,Content,AUX,1.9148921966552734
5,5Aw15,more,more,Content,ADV,1.2391749620437622
5,5Aw16,likely,likely,Content,ADJ,0.13870371878147125
5,5Aw17,to,to,Function,PART,0.10651303082704544
5,5Aw18,have,have,Content,VERB,1.6229302883148193
5,5Aw19,obese,obese,Content,ADJ,9.859139442443848
5,5Aw20,children,children.,Content,NOUN,2.2423912286758423
5,5Bw01,But,But,Function,CCONJ,2.5771329402923584
5,5Bw02,a,a,Function,DET,2.405118227005005
5,5Bw03,large,large,Content,ADJ,5.047922611236572
5,5Bw04,new,new,Content,ADJ,2.8650777339935303
5,5Bw05,study,study,Content,NOUN,0.14577218890190125
5,5Bw06,found,found,Content,VERB,3.7756826877593994
5,5Bw07,no,no,Function,DET,3.6474766731262207
5,5Bw08,link,link,Content,NOUN,2.215648651123047
5,5Bw09,between,between,Function,ADP,0.11639192700386047
5,5Bw10,the,the,Function,DET,1.4588254690170288
5,5Bw11,method,method,Content,NOUN,5.6057939529418945
5,5Bw12,of,of,Function,ADP,0.6094045639038086
5,5Bw13,birth,birth,Content,NOUN,0.4312087893486023
5,5Bw14,and,and,Function,CCONJ,0.7332121729850769
5,5Bw15,obesity,obesity.,Content,NOUN,2.402473568916321
6,6Aw01,Pancreatic,Pancreatic,Content,ADJ,15.225319653749466
6,6Aw02,cancer,cancer,Content,NOUN,3.8354623317718506
6,6Aw03,has,has,Content,VERB,2.1257593631744385
6,6Aw04,a,a,Function,DET,3.0555763244628906
6,6Aw05,bad,bad,Content,ADJ,6.236444473266602
6,6Aw06,reputation,reputation.,Content,NOUN,1.9918858408927917
6,6Bw01,It,It,Function,PRON,1.6618038415908813
6,6Bw02,is,is,Content,AUX,1.6288721561431885
6,6Bw03,a,a,Function,DET,1.6044238805770874
6,6Bw04,terrible,terrible,Content,ADJ,4.34751033782959
6,6Bw05,disease,"disease,",Content,NOUN,1.9406375885009766
6,6Bw06,but,but,Function,CCONJ,2.281449317932129
6,6Bw07,most,most,Content,ADJ,5.491549968719482
6,6Bw08,people,people,Content,NOUN,0.500815212726593
6,6Bw09,do,do,Content,AUX,3.4803097248077393
6,6Bw10,not,not,Content,PART,0.1025826632976532
6,6Bw11,realize,realize,Content,VERB,2.8978490829467773
6,6Bw12,there,there,Content,PRON,4.897315979003906
6,6Bw13,are,are,Content,VERB,0.9373996257781982
6,6Bw14,ways,ways,Content,NOUN,3.956441879272461
6,6Bw15,that,that,Function,PRON,4.117034912109375
6,6Bw16,early,early,Content,ADJ,7.9871110916137695
6,6Bw17,detection,detection,Content,NOUN,0.9330989122390747
6,6Bw18,can,can,Function,AUX,1.2535271644592285
6,6Bw19,help,help.,Content,VERB,2.8082489371299744
7,7Aw01,Some,Some,Function,DET,6.144311904907227
7,7Aw02,nutrition,nutrition,Content,NOUN,10.924629211425781
7,7Aw03,experts,experts,Content,NOUN,2.2495174407958984
7,7Aw04,say,say,Content,VERB,1.3985251188278198
7,7Aw05,eggs,eggs,Content,NOUN,6.845160484313965
7,7Aw06,are,are,Content,AUX,1.1195887327194214
7,7Aw07,good,good,Content,ADJ,3.4452929496765137
7,7Aw08,for,for,Function,ADP,0.0807504877448082
7,7Aw09,you,"you,",Function,PRON,1.8360241651535034
7,7Aw10,even,even,Content,ADV,4.0777506828308105
7,7Aw11,though,though,Function,SCONJ,1.9670987129211426
7,7Aw12,they,they,Function,PRON,0.5158959031105042
7,7Aw13,are,are,Content,AUX,2.0256056785583496
7,7Aw14,high,high,Content,ADJ,4.006714344024658
7,7Aw15,in,in,Function,ADP,0.04379870742559433
7,7Aw16,cholesterol,cholesterol.,Content,NOUN,2.8317095041275024
7,7Bw01,Others,Others,Content,NOUN,4.501315116882324
7,7Bw02,are,are,Content,AUX,3.670433759689331
7,7Bw03,sure,sure,Content,ADJ,6.214434623718262
7,7Bw04,they,they,Function,PRON,1.2732568979263306
7,7Bw05,are,are,Content,AUX,0.9698861241340637
7,7Bw06,bad,bad.,Content,ADJ,3.1779301166534424
8,8Aw01,Experts,Experts,Content,NOUN,9.131444931030273
8,8Aw02,generally,generally,Content,ADV,9.130512237548828
8,8Aw03,agree,agree,Content,VERB,0.6474748253822327
8,8Aw04,that,that,Function,SCONJ,0.1540503054857254
8,8Aw05,watching,watching,Content,VERB,7.653952121734619
8,8Aw06,a,a,Function,DET,1.374427080154419
8,8Aw07,lot,lot,Content,NOUN,5.011829853057861
8,8Aw08,of,of,Function,ADP,0.016938773915171623
8,8Aw09,television,television,Content,NOUN,3.6531436443328857
8,8Aw10,is,is,Content,AUX,1.2228894233703613
8,8Aw11,bad,bad,Content,ADJ,3.102992534637451
8,8Aw12,for,for,Function,ADP,0.4131269156932831
8,8Aw13,children,children.,Content,NOUN,6.6815186738967896
8,8Bw01,Now,Now,Content,INTJ,5.774241924285889
8,8Bw02,a,a,Function,DET,2.1269612312316895
8,8Bw03,new,new,Content,ADJ,0.3974021077156067
8,8Bw04,study,study,Content,NOUN,0.1866503357887268
8,8Bw05,suggests,suggests,Content,VERB,1.7231850624084473
8,8Bw06,it,it,Function,PRON,3.0547971725463867
8,8Bw07,may,may,Function,AUX,1.507164478302002
8,8Bw08,not,not,Content,PART,3.387259006500244
8,8Bw09,be,be,Content,AUX,0.20306862890720367
8,8Bw10,very,very,Content,ADV,5.6944661140441895
8,8Bw11,good,good,Content,ADJ,0.6618533134460449
8,8Bw12,for,for,Function,ADP,0.38107478618621826
8,8Bw13,adults,"adults,",Content,NOUN,4.860227584838867
8,8Bw14,either,either.,Function,ADV,3.6278244480490685
9,9Aw01,Legislators,Legislators,Content,NOUN,12.160624742507935
9,9Aw02,and,and,Function,CCONJ,3.976219892501831
9,9Aw03,gun,gun,Content,NOUN,7.643455505371094
9,9Aw04,safety,safety,Content,NOUN,5.003716945648193
9,9Aw05,advocates,advocates,Content,NOUN,0.2884332835674286
9,9Aw06,often,often,Content,ADV,6.709031581878662
9,9Aw07,focus,focus,Content,VERB,5.506175994873047
9,9Aw08,on,on,Function,ADP,0.10358303785324097
9,9Aw09,how,how,Content,SCONJ,3.018537998199463
9,9Aw10,guns,guns,Content,NOUN,3.1850218772888184
9,9Aw11,are,are,Content,AUX,0.8990312218666077
9,9Aw12,purchased,purchased.,Content,VERB,7.281031847000122
9,9Bw01,But,But,Function,CCONJ,1.1818370819091797
9,9Bw02,many,many,Content,ADJ,4.79420280456543
9,9Bw03,lives,lives,Content,NOUN,8.737895965576172
9,9Bw04,could,could,Function,AUX,3.9813122749328613
9,9Bw05,be,be,Content,AUX,0.1449027806520462
9,9Bw06,saved,"saved,",Content,VERB,4.956719160079956
9,9Bw07,especially,especially,Content,ADV,3.6541504859924316
9,9Bw08,among,among,Function,ADP,4.638576984405518
9,9Bw09,children,"children,",Content,NOUN,3.674769639968872
9,9Bw10,if,if,Function,SCONJ,1.8987078666687012
9,9Bw11,they,they,Function,PRON,3.179037570953369
9,9Bw12,looked,looked,Content,VERB,8.66878604888916
9,9Bw13,more,more,Content,ADV,2.139472246170044
9,9Bw14,at,at,Function,ADP,3.891012191772461
9,9Bw15,how,how,Content,SCONJ,4.798403739929199
9,9Bw16,they,they,Function,PRON,1.5372430086135864
9,9Bw17,are,are,Content,AUX,1.494625210762024
9,9Bw18,stored,stored.,Content,VERB,5.5318732261657715
10,10Aw01,Most,Most,Content,ADJ,6.611421585083008
10,10Aw02,cricket,cricket,Content,NOUN,10.476901054382324
10,10Aw03,species,"species,",Content,NOUN,15.813133478164673
10,10Aw04,indoors,indoors,Content,ADV,10.316251754760742
10,10Aw05,or,or,Function,CCONJ,0.8455692529678345
10,10Aw06,outdoors,"outdoors,",Content,ADV,0.6506237499415874
10,10Aw07,are,are,Content,AUX,1.228991985321045
10,10Aw08,omnivorous,omnivorous.,Content,ADJ,8.34789072361309
10,10Bw01,They,They,Function,PRON,2.8610665798187256
10,10Bw02,will,will,Function,AUX,4.369220733642578
10,10Bw03,eat,eat,Content,VERB,1.641744613647461
10,10Bw04,almost,almost,Content,ADV,3.785879373550415
10,10Bw05,any,any,Function,PRON,1.4217026233673096
10,10Bw06,organic,organic,Content,ADJ,6.9222588539123535
10,10Bw07,material,"material,",Content,NOUN,4.178649306297302
10,10Bw08,usually,usually,Content,ADV,6.49938440322876
10,10Bw09,preferring,preferring,Content,VERB,11.764226913452148
10,10Bw10,items,items,Content,NOUN,8.290899276733398
10,10Bw11,derived,derived,Content,VERB,7.196085453033447
10,10Bw12,from,from,Function,ADP,0.02007511630654335
10,10Bw13,plants,plants.,Content,NOUN,3.0280072689056396
11,11Aw01,The,The,Function,DET,2.5492353439331055
11,11Aw02,American,American,Content,ADJ,5.468389511108398
11,11Aw03,medical,medical,Content,ADJ,7.273655891418457
11,11Aw04,malpractice,malpractice,Content,NOUN,7.7007283952552825
11,11Aw05,system,system,Content,NOUN,3.368614435195923
11,11Aw06,is,is,Content,AUX,0.9182912707328796
11,11Aw07,doing,doing,Content,VERB,6.531198501586914
11,11Aw08,almost,almost,Content,ADV,5.876425266265869
11,11Aw09,nothing,nothing,Content,PRON,0.1866292655467987
11,11Aw10,to,to,Function,PART,0.32738468050956726
11,11Aw11,improve,improve,Content,VERB,3.056040048599243
11,11Aw12,the,the,Function,DET,0.9733198285102844
11,11Aw13,quality,quality,Content,NOUN,1.1207072734832764
11,11Aw14,of,of,Function,ADP,0.08013616502285004
11,11Aw15,health,health,Content,NOUN,4.6447858810424805
11,11Aw16,care,"care,",Content,NOUN,2.6968856938183308
11,11Aw17,research,research,Content,NOUN,6.318292140960693
11,11Aw18,suggests,suggests.,Content,VERB,2.4242726266384125
11,11Bw01,What,What,Function,PRON,6.1631975173950195
11,11Bw02,may,may,Function,AUX,5.492361545562744
11,11Bw03,be,be,Content,AUX,0.8166919946670532
11,11Bw04,more,more,Content,ADV,3.198822021484375
11,11Bw05,concerning,concerning,Content,ADJ,2.943051815032959
11,11Bw06,is,is,Content,AUX,0.4044766128063202
11,11Bw07,that,that,Function,SCONJ,0.7183766961097717
11,11Bw08,there,there,Content,PRON,3.5226330757141113
11,11Bw09,is,is,Content,VERB,0.9117520451545715
11,11Bw10,very,very,Content,ADV,4.412223815917969
11,11Bw11,little,little,Content,ADJ,0.0063519966788589954
11,11Bw12,discussion,"discussion,",Content,NOUN,10.839096069335938
11,11Bw13,much,much,Content,ADV,3.4284627437591553
11,11Bw14,less,less,Content,ADJ,0.4090690612792969
11,11Bw15,action,"action,",Content,NOUN,2.827546864748001
11,11Bw16,on,on,Function,ADP,1.2588245868682861
11,11Bw17,reform,reform.,Content,NOUN,6.2143919467926025
12,12Aw01,Many,Many,Content,ADJ,6.439461708068848
12,12Aw02,studies,studies,Content,NOUN,6.6172566413879395
12,12Aw03,have,have,Content,AUX,0.7277969717979431
12,12Aw04,found,found,Content,VERB,1.9856858253479004
12,12Aw05,that,that,Function,SCONJ,0.3794616162776947
12,12Aw06,obesity,obesity,Content,NOUN,5.954409599304199
12,12Aw07,is,is,Content,AUX,1.1220759153366089
12,12Aw08,associated,associated,Content,VERB,0.9629887342453003
12,12Aw09,with,with,Function,ADP,0.0013465156080201268
12,12Aw10,an,an,Function,DET,3.0349106788635254
12,12Aw11,increased,increased,Content,VERB,0.3437749743461609
12,12Aw12,risk,risk,Content,NOUN,0.05949011445045471
12,12Aw13,for,for,Function,ADP,1.72922945022583
12,12Aw14,prostate,prostate,Content,NOUN,5.14796257019043
12,12Aw15,cancer,cancer.,Content,NOUN,1.0355513989925385
12,12Bw01,Now,Now,Content,ADV,6.098835468292236
12,12Bw02,a,a,Function,DET,1.669710397720337
12,12Bw03,new,new,Content,ADJ,0.5645127892494202
12,12Bw04,study,study,Content,NOUN,0.16597597301006317
12,12Bw05,suggests,suggests,Content,VERB,2.0728278160095215
12,12Bw06,that,that,Function,SCONJ,0.3144710659980774
12,12Bw07,the,the,Function,DET,2.2572085857391357
12,12Bw08,degree,degree,Content,NOUN,8.056949615478516
12,12Bw09,of,of,Function,ADP,0.4138735830783844
12,12Bw10,risk,risk,Content,NOUN,2.7123098373413086
12,12Bw11,may,may,Function,AUX,1.6478633880615234
12,12Bw12,depend,depend,Content,VERB,3.573699474334717
12,12Bw13,on,on,Function,ADP,0.17522287368774414
12,12Bw14,where,where,Content,SCONJ,4.521014213562012
12,12Bw15,in,in,Function,ADP,3.9283604621887207
12,12Bw16,the,the,Function,DET,0.043254412710666656
12,12Bw17,body,body,Content,NOUN,0.12175112962722778
12,12Bw18,the,the,Function,DET,0.9373543858528137
12,12Bw19,fat,fat,Content,NOUN,3.2932538986206055
12,12Bw20,is,is.,Content,AUX,2.880207061767578
13,13Aw01,In,In,Function,ADP,3.9689390659332275
13,13Aw02,general,"general,",Content,ADJ,6.6501196920871735
13,13Aw03,any,any,Function,DET,6.157775402069092
13,13Aw04,exercise,exercise,Content,NOUN,7.254244804382324
13,13Aw05,improves,improves,Content,VERB,8.344172477722168
13,13Aw06,our,our,Function,PRON,5.105234622955322
13,13Aw07,health,health.,Content,NOUN,4.298522591590881
13,13Bw01,But,But,Function,CCONJ,2.5104596614837646
13,13Bw02,a,a,Function,DET,3.8085169792175293
13,13Bw03,wealth,wealth,Content,NOUN,9.014474868774414
13,13Bw04,of,of,Function,ADP,0.015270347706973553
13,13Bw05,recent,recent,Content,ADJ,4.331995010375977
13,13Bw06,science,science,Content,NOUN,5.815027236938477
13,13Bw07,and,and,Function,CCONJ,3.064202308654785
13,13Bw08,personal,personal,Content,ADJ,5.665234088897705
13,13Bw09,experience,experience,Content,NOUN,0.38718244433403015
13,13Bw10,indicate,indicate,Content,VERB,5.350086212158203
13,13Bw11,that,that,Function,SCONJ,0.10001309216022491
13,13Bw12,different,different,Content,ADJ,7.238625526428223
13,13Bw13,people,people,Content,NOUN,3.9653749465942383
13,13Bw14,can,can,Function,AUX,2.932490825653076
13,13Bw15,respond,respond,Content,VERB,5.633825778961182
13,13Bw16,to,to,Function,ADP,1.0883467197418213
13,13Bw17,similar,similar,Content,ADJ,5.855358123779297
13,13Bw18,exercise,exercise,Content,NOUN,1.6763596534729004
13,13Bw19,routines,routines,Content,NOUN,3.633732795715332
13,13Bw20,in,in,Function,ADP,2.7923543453216553
13,13Bw21,different,different,Content,ADJ,0.30520275235176086
13,13Bw22,ways,ways.,Content,NOUN,0.4114686995744705
14,14Aw01,A,A,Function,DET,3.216393232345581
14,14Aw02,lifelong,lifelong,Content,ADJ,9.0771484375
14,14Aw03,swimmer,swimmer,Content,NOUN,8.280665971338749
14,14Aw04,leapt,leapt,Content,VERB,10.216900825500488
14,14Aw05,into,into,Function,ADP,2.2295918464660645
14,14Aw06,deep,deep,Content,ADJ,6.907033443450928
14,14Aw07,water,water,Content,NOUN,0.16518762707710266
14,14Aw08,near,near,Function,ADP,4.413315773010254
14,14Aw09,his,his,Function,PRON,3.6550192832946777
14,14Aw10,lakeside,lakeside,Content,NOUN,8.4707490503788
14,14Aw11,home,"home,",Content,NOUN,2.930465906858444
14,14Aw12,and,and,Function,CCONJ,3.2497761249542236
14,14Aw13,was,was,Content,AUX,2.4140102863311768
14,14Aw14,horrified,horrified,Content,VERB,7.03725528717041
14,14Aw15,to,to,Function,PART,0.9533762335777283
14,14Aw16,find,find,Content,VERB,1.056956171989441
14,14Aw17,himself,himself,Function,PRON,1.893598198890686
14,14Aw18,completely,completely,Content,ADV,7.069011211395264
14,14Aw19,unable,unable,Content,ADJ,6.284002780914307
14,14Aw20,to,to,Function,PART,0.002468516817316413
14,14Aw21,swim,swim.,Content,VERB,1.5901960730552673
14,14Bw01,Had,Had,Content,AUX,9.388566970825195
14,14Bw02,his,his,Function,PRON,3.1776645183563232
14,14Bw03,wife,wife,Content,NOUN,5.338860511779785
14,14Bw04,not,not,Content,PART,1.595220685005188
14,14Bw05,rescued,rescued,Content,VERB,4.133182525634766
14,14Bw06,him,"him,",Function,PRON,0.5018069446086884
14,14Bw07,he,he,Function,PRON,0.7244386672973633
14,14Bw08,might,might,Function,AUX,2.2045555114746094
14,14Bw09,have,have,Content,AUX,0.33465954661369324
14,14Bw10,drowned,drowned.,Content,VERB,2.842491865158081
15,15Aw01,Scientists,Scientists,Content,NOUN,7.4917216300964355
15,15Aw02,have,have,Content,AUX,1.06874680519104
15,15Aw03,used,used,Content,VERB,4.445782661437988
15,15Aw04,genetically,genetically,Content,ADV,5.651101112365723
15,15Aw05,reprogrammed,reprogrammed,Content,VERB,11.652962233871222
15,15Aw06,bacteria,bacteria,Content,NOUN,3.681320905685425
15,15Aw07,to,to,Function,PART,0.33148932456970215
15,15Aw08,destroy,destroy,Content,VERB,6.822061061859131
15,15Aw09,tumors,tumors,Content,NOUN,4.269437789916992
15,15Aw10,in,in,Function,ADP,1.4291406869888306
15,15Aw11,mice,mice.,Content,NOUN,2.0958163738250732
15,15Bw01,The,The,Function,DET,1.8845288753509521
15,15Bw02,innovative,innovative,Content,ADJ,9.19011116027832
15,15Bw03,method,method,Content,NOUN,2.492751121520996
15,15Bw04,one,one,Function,NUM,9.850014686584473
15,15Bw05,day,day,Content,NOUN,2.556285858154297
15,15Bw06,may,may,Function,AUX,2.3520359992980957
15,15Bw07,lead,lead,Content,VERB,3.2404699325561523
15,15Bw08,to,to,Function,ADP,0.049516238272190094
15,15Bw09,cancer,cancer,Content,NOUN,4.724566459655762
15,15Bw10,therapies,therapies,Content,NOUN,3.507016181945801
15,15Bw11,that,that,Function,PRON,0.859971284866333
15,15Bw12,treat,treat,Content,VERB,2.3949437141418457
15,15Bw13,the,the,Function,DET,1.9456541538238525
15,15Bw14,disease,disease,Content,NOUN,1.6876569986343384
15,15Bw15,more,more,Content,ADV,2.8463926315307617
15,15Bw16,precisely,"precisely,",Content,ADV,7.438077688217163
15,15Bw17,without,without,Function,ADP,6.268881320953369
15,15Bw18,the,the,Function,DET,1.2763259410858154
15,15Bw19,side,side,Content,ADJ,4.271507263183594
15,15Bw20,effects,effects,Content,NOUN,0.16462630033493042
15,15Bw21,of,of,Function,ADP,0.7040491700172424
15,15Bw22,conventional,conventional,Content,ADJ,4.476111888885498
15,15Bw23,drugs,drugs.,Content,NOUN,2.7130666971206665
16,16Aw01,A,A,Function,DET,3.066905975341797
16,16Aw02,cluster,cluster,Content,NOUN,9.522501945495605
16,16Aw03,of,of,Function,ADP,0.07987041026353836
16,16Aw04,police,police,Content,NOUN,6.345525741577148
16,16Aw05,suicides,suicides,Content,NOUN,11.434075355529785
16,16Aw06,has,has,Content,AUX,2.313164472579956
16,16Aw07,prompted,prompted,Content,VERB,2.974026679992676
16,16Aw08,leaders,leaders,Content,NOUN,7.488631725311279
16,16Aw09,to,to,Function,PART,2.331207275390625
16,16Aw10,plead,plead,Content,VERB,9.106095314025879
16,16Aw11,with,with,Function,ADP,0.5135553479194641
16,16Aw12,troubled,troubled,Content,ADJ,8.323643684387207
16,16Aw13,officers,officers,Content,NOUN,3.9451918601989746
16,16Aw14,to,to,Function,PART,0.3784763216972351
16,16Aw15,seek,seek,Content,VERB,5.167426109313965
16,16Aw16,help,help.,Content,NOUN,3.786948323249817
16,16Bw01,But,But,Function,CCONJ,4.0721354484558105
16,16Bw02,resistance,resistance,Content,NOUN,10.67453384399414
16,16Bw03,is,is,Content,AUX,1.6405766010284424
16,16Bw04,strong,strong.,Content,ADJ,7.108957767486572
17,17Aw01,Positional,Positional,Content,ADJ,13.332960605621338
17,17Aw02,vertigo,vertigo,Content,NOUN,9.042469426989555
17,17Aw03,is,is,Content,AUX,1.2219891548156738
17,17Aw04,a,a,Function,DET,0.7820355892181396
17,17Aw05,common,common,Content,ADJ,1.748246669769287
17,17Aw06,type,type,Content,NOUN,5.353545188903809
17,17Aw07,of,of,Function,ADP,0.006201192736625671
17,17Aw08,dizziness,dizziness,Content,NOUN,3.9600662980228662
17,17Aw09,that,that,Function,PRON,1.673736333847046
17,17Aw10,can,can,Function,AUX,1.6819595098495483
17,17Aw11,be,be,Content,AUX,1.350403904914856
17,17Aw12,treated,treated,Content,VERB,4.659945011138916
17,17Aw13,with,with,Function,ADP,0.4963218867778778
17,17Aw14,a,a,Function,DET,2.13478422164917
17,17Aw15,simple,simple,Content,ADJ,4.422891616821289
17,17Aw16,maneuver,maneuver.,Content,NOUN,10.080557465553284
17,17Bw01,Vertigo,Vertigo,Content,NOUN,6.742646802216768
17,17Bw02,is,is,Content,AUX,0.9248713254928589
17,17Bw03,an,an,Function,DET,3.098069190979004
17,17Bw04,illusory,illusory,Content,ADJ,8.49571345745062
17,17Bw05,sensation,sensation,Content,NOUN,3.223416328430176
17,17Bw06,of,of,Function,ADP,2.3145956993103027
17,17Bw07,motion,motion,Content,NOUN,5.064561367034912
17,17Bw08,that,that,Function,PRON,1.6302915811538696
17,17Bw09,is,is,Content,AUX,1.7395596504211426
17,17Bw10,often,often,Content,ADV,2.4310925006866455
17,17Bw11,accompanied,accompanied,Content,VERB,1.5585565567016602
17,17Bw12,by,by,Function,ADP,0.035044342279434204
17,17Bw13,intense,intense,Content,ADJ,4.657655715942383
17,17Bw14,nausea,nausea.,Content,NOUN,4.71690034866333
18,18Aw01,When,When,Content,SCONJ,4.812613487243652
18,18Aw02,new,new,Content,ADJ,7.119828224182129
18,18Aw03,breast,breast,Content,NOUN,11.287477493286133
